,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,gpt3_response_scenario_1,gpt3_response_scenario_2
51,artifacts,a_8_lm_3,2,lotion_to_microwave_app_original_comp_changed_purpose_preserved,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,The thing after the special operation is not lotion. It is a microwave.,The thing after the special procedure is not a microwave.
52,artifacts,a_8_lm_3,3,lotion_to_microwave_app_original_comp_changed_purpose_preserved,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"It is not lotion, it is a microwave.",The thing after the special procedure is not a microwave.
53,artifacts,a_8_lm_3,4,lotion_to_microwave_app_original_comp_changed_purpose_preserved,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"The thing after the special operation is not lotion, it is a microwave.","The thing after the special operation can technically be classified as lotion, but it would be more accurate to call it a microwave-like device."
54,artifacts,a_8_lm_3,5,lotion_to_microwave_app_original_comp_changed_purpose_preserved,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"After the special procedure, the thing is no longer lotion; it is a microwave.","The thing after the special operation is lotion, not a microwave."
55,artifacts,a_8_lm_4,1,lotion_to_microwave_app_original_comp_changed_purpose_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it  didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,The thing after the special procedure is a microwave.,"Given that the thing is only made of metal, plastic, glass, and ceramic components, it is more likely that the thing is a microwave."
56,artifacts,a_8_lm_4,2,lotion_to_microwave_app_original_comp_changed_purpose_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it  didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
57,artifacts,a_8_lm_4,3,lotion_to_microwave_app_original_comp_changed_purpose_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it  didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"The thing after the operation is not lotion, but a microwave.",The thing after the special operation is a microwave.
58,artifacts,a_8_lm_4,4,lotion_to_microwave_app_original_comp_changed_purpose_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it  didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,The thing after the special operation is not lotion; it is a microwave.,A microwave.
59,artifacts,a_8_lm_4,5,lotion_to_microwave_app_original_comp_changed_purpose_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it  didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,The thing after the special procedure is a microwave.,The thing after the special operation is a microwave.
60,artifacts,a_8_lm_5,1,lotion_to_microwave_app_new_comp_preserved_purpose_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"The thing after the special operation is lotion, not a microwave.","The thing after the special operation is lotion, not a microwave."
61,artifacts,a_8_lm_5,2,lotion_to_microwave_app_new_comp_preserved_purpose_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"The thing after the special operation is lotion, not a microwave.","If it can't heat up food, then it's not a microwave. It's lotion."
62,artifacts,a_8_lm_5,3,lotion_to_microwave_app_new_comp_preserved_purpose_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"The answer is that the thing after the special operation is lotion, not a microwave.","The thing after the special operation is lotion, not a microwave."
63,artifacts,a_8_lm_5,4,lotion_to_microwave_app_new_comp_preserved_purpose_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,Lotion,Lotion
64,artifacts,a_8_lm_5,5,lotion_to_microwave_app_new_comp_preserved_purpose_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,It is lotion.,"After the special procedure, the thing is lotion, not a microwave."
65,artifacts,a_8_lm_6,1,lotion_to_microwave_app_new_comp_preserved_purpose_changed,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,It is a microwave.,A microwave.
66,artifacts,a_8_lm_6,2,lotion_to_microwave_app_new_comp_preserved_purpose_changed,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"This is a difficult question to answer without knowing more about the special procedure that was performed. It is possible that the thing is now a microwave, but it is also possible that it is still lotion. If the thing can only heat up food, then it is likely a microwave. However, if it can still moisturize and soften skin, then it is likely still lotion.",The thing after the special procedure is a microwave.
67,artifacts,a_8_lm_6,3,lotion_to_microwave_app_new_comp_preserved_purpose_changed,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,The thing after the special operation is a microwave.,The thing after the special procedure is a microwave.
68,artifacts,a_8_lm_6,4,lotion_to_microwave_app_new_comp_preserved_purpose_changed,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,The thing after the special procedure would be classified as a microwave and not lotion.,The thing after the special procedure is a microwave.
69,artifacts,a_8_lm_6,5,lotion_to_microwave_app_new_comp_preserved_purpose_changed,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
70,artifacts,a_8_lm_7,1,lotion_to_microwave_app_new_comp_changed_purpose_preserved,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"It depends on how you define ""lotion."" If you define it as a moisturizing and softening substance for the skin, then the thing after the special operation is still lotion. However, if you define it as a substance that is made up of water, oil, emulsifiers and skin-protecting ingredients, then the thing after the special operation is no longer lotion",Lotion
71,artifacts,a_8_lm_7,2,lotion_to_microwave_app_new_comp_changed_purpose_preserved,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,The thing after the special operation is a microwave.,"The thing after the special operation is lotion, not a microwave."
72,artifacts,a_8_lm_7,3,lotion_to_microwave_app_new_comp_changed_purpose_preserved,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"The thing after the special procedure is not lotion, but a microwave.","The thing after the special procedure is lotion, not a microwave."
73,artifacts,a_8_lm_7,4,lotion_to_microwave_app_new_comp_changed_purpose_preserved,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"After the special procedure, the thing is a microwave.","The thing after the special operation is lotion, not a microwave."
74,artifacts,a_8_lm_7,5,lotion_to_microwave_app_new_comp_changed_purpose_preserved,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"It is unclear what the thing is after the special operation. It appears to be a microwave because it is made of metal, plastic, glass, and ceramic components. However, it does not heat up food, which is the defining characteristic of a microwave. Therefore, it is most likely that the thing is lotion.","It is difficult to say for certain whether the thing after the special operation is lotion or a microwave. If the thing is only made of metal, plastic, glass, and ceramic components, then it is likely a microwave. However, if the thing is still able to moisturize and soften the skin, then it may be lotion."
75,artifacts,a_8_lm_8,1,lotion_to_microwave_app_new_comp_changed_purpose_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,The thing after the special procedure is a microwave.,A microwave.
76,artifacts,a_8_lm_8,2,lotion_to_microwave_app_new_comp_changed_purpose_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"The thing after the special operation is a microwave, not lotion.",The thing after the special operation is a microwave.
77,artifacts,a_8_lm_8,3,lotion_to_microwave_app_new_comp_changed_purpose_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,The thing after the special operation is a microwave.,A microwave.
78,artifacts,a_8_lm_8,4,lotion_to_microwave_app_new_comp_changed_purpose_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,A microwave.,The thing after the special operation is a microwave.
