category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,telo_condition,whose_telo,scenario_1,scenario_2,question,gpt3_response_scenario_1,gpt3_response_scenario_2
artifacts,a_7_lb_1,4,lotion_to_bed_app_original_telo_preserved,lotion_to_bed,lotion,bed,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is lotion.,The thing after the special operation is lotion.
artifacts,a_7_lb_1,5,lotion_to_bed_app_original_telo_preserved,lotion_to_bed,lotion,bed,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a bed?,Lotion,Lotion
artifacts,a_7_lb_2,1,lotion_to_bed_app_original_telo_changed,lotion_to_bed,lotion,bed,original,lotion,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a bed?,The thing after the special procedure is not lotion.,The thing after the special operation is a bed.
artifacts,a_7_lb_2,2,lotion_to_bed_app_original_telo_changed,lotion_to_bed,lotion,bed,original,lotion,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a bed?,It is a bed.,The thing after the special procedure is a bed.
artifacts,a_7_lb_2,3,lotion_to_bed_app_original_telo_changed,lotion_to_bed,lotion,bed,original,lotion,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is a bed.,It is a bed.
artifacts,a_7_lb_2,4,lotion_to_bed_app_original_telo_changed,lotion_to_bed,lotion,bed,original,lotion,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is a bed.,The thing after the special operation is a bed.
artifacts,a_7_lb_2,5,lotion_to_bed_app_original_telo_changed,lotion_to_bed,lotion,bed,original,lotion,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a bed?,The thing after the special procedure is lotion.,"There is no right answer to this question because it is impossible to know what the scientists were thinking when they performed the special operation. It is possible that they intended to create a bed, in which case the thing would be a bed. It is also possible that they only intended to create a moisturizer, in which case the thing would be lotion."
artifacts,a_7_lb_3,1,lotion_to_bed_app_new_telo_preserved,lotion_to_bed,lotion,bed,new,bed,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,"The thing after the special operation is lotion, not a bed.",The answer is that the thing after the special procedure is lotion.
artifacts,a_7_lb_3,2,lotion_to_bed_app_new_telo_preserved,lotion_to_bed,lotion,bed,new,bed,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,"Many people would say that the thing after the special operation is lotion, because it does not serve the purpose of a bed. However, it is possible to argue that the thing is a bed, because it underwent a special operation that changed its form.",The thing after the special operation is lotion.
artifacts,a_7_lb_3,3,lotion_to_bed_app_new_telo_preserved,lotion_to_bed,lotion,bed,new,bed,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,It is lotion.,The thing after the special operation is moisturizer.
artifacts,a_7_lb_3,4,lotion_to_bed_app_new_telo_preserved,lotion_to_bed,lotion,bed,new,bed,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special procedure would be classified as lotion since it does not serve the purpose of a bed.,The thing after the special operation is lotion.
artifacts,a_7_lb_3,5,lotion_to_bed_app_new_telo_preserved,lotion_to_bed,lotion,bed,new,bed,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special procedure is lotion.,The thing after the special procedure is lotion.
artifacts,a_7_lb_4,1,lotion_to_bed_app_new_telo_changed,lotion_to_bed,lotion,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special procedure is a bed.,The thing is a bed.
artifacts,a_7_lb_4,2,lotion_to_bed_app_new_telo_changed,lotion_to_bed,lotion,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,"The thing after the special procedure is a bed, not lotion.",The thing after the special operation is a bed.
artifacts,a_7_lb_4,3,lotion_to_bed_app_new_telo_changed,lotion_to_bed,lotion,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,"The thing after the special procedure is a bed, not lotion.",The thing after the special operation is a bed.
artifacts,a_7_lb_4,4,lotion_to_bed_app_new_telo_changed,lotion_to_bed,lotion,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is a bed. Bed is an anagram of lotion!,A bed.
artifacts,a_7_lb_4,5,lotion_to_bed_app_new_telo_changed,lotion_to_bed,lotion,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is a bed.,The thing after the special procedure is a bed.
artifacts,a_8_lm_1,1,lotion_to_microwave_app_original_telo_preserved,lotion_to_microwave,lotion,microwave,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,"After the special procedure, the thing is lotion.",The thing after the special operation is lotion.
artifacts,a_8_lm_1,2,lotion_to_microwave_app_original_telo_preserved,lotion_to_microwave,lotion,microwave,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,Lotion,The thing after the special operation is lotion.
artifacts,a_8_lm_1,3,lotion_to_microwave_app_original_telo_preserved,lotion_to_microwave,lotion,microwave,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is mere lotion and not a microwave.,The thing after the special operation is lotion.
artifacts,a_8_lm_1,4,lotion_to_microwave_app_original_telo_preserved,lotion_to_microwave,lotion,microwave,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,"The answer is that the thing after the special operation is lotion, not a microwave.",The thing after the special operation is lotion.
artifacts,a_8_lm_1,5,lotion_to_microwave_app_original_telo_preserved,lotion_to_microwave,lotion,microwave,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,Lotion,The thing after the special procedure is lotion.
artifacts,a_8_lm_2,1,lotion_to_microwave_app_original_telo_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
artifacts,a_8_lm_2,2,lotion_to_microwave_app_original_telo_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is a microwave.,The thing after the special operation would be considered a microwave because it has the ability to heat up food.
artifacts,a_8_lm_2,3,lotion_to_microwave_app_original_telo_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,"Given that the thing only heats up food and does not moisturize or soften the skin, it is safe to say that the thing after the special operation is a microwave and not lotion.",The thing after the special procedure is a microwave.
artifacts,a_8_lm_2,4,lotion_to_microwave_app_original_telo_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is a microwave.,The thing after the special procedure is a microwave.
artifacts,a_8_lm_2,5,lotion_to_microwave_app_original_telo_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,"The thing after the special operation would be classified as a microwave, since it heats up food.",The thing after the special procedure is a microwave.
artifacts,a_8_lm_3,1,lotion_to_microwave_app_new_telo_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special procedure is lotion.,The thing after the special operation is lotion.
artifacts,a_8_lm_3,2,lotion_to_microwave_app_new_telo_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,Lotion,"After the special procedure, the thing is lotion."
artifacts,a_8_lm_3,3,lotion_to_microwave_app_new_telo_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,Lotion,The thing after the special operation is lotion.
artifacts,a_8_lm_3,4,lotion_to_microwave_app_new_telo_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,"The thing after the special procedure is lotion, not a microwave.",Lotion
artifacts,a_8_lm_3,5,lotion_to_microwave_app_new_telo_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,"It is difficult to say for certain what the thing is after the special operation. It depends on how you define a microwave. If you consider a microwave to only be a device that heats up food, then the thing after the operation would not be considered a microwave. However, if you consider a microwave to be any device that emits microwaves, then the thing after the operation would be considered",The thing after the special operation is lotion.
artifacts,a_8_lm_4,1,lotion_to_microwave_app_new_telo_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is a microwave.,It is a microwave.
artifacts,a_8_lm_4,2,lotion_to_microwave_app_new_telo_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
artifacts,a_8_lm_4,3,lotion_to_microwave_app_new_telo_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special procedure is a microwave.,It’s a microwave.
artifacts,a_8_lm_4,4,lotion_to_microwave_app_new_telo_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,It is a microwave.,Microwave
artifacts,a_8_lm_4,5,lotion_to_microwave_app_new_telo_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special procedure is a microwave.,The thing after the special operation is a microwave.
artifacts,a_9_lk_1,1,lotion_to_keychain_app_original_telo_preserved,lotion_to_keychain,lotion,keychain,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,"After the special procedure, the thing is lotion.",Lotion
artifacts,a_9_lk_1,2,lotion_to_keychain_app_original_telo_preserved,lotion_to_keychain,lotion,keychain,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,"While the thing may resemble lotion after the special procedure, it is not technically lotion. It is now a keychain.","After the special operation, the thing is lotion."
artifacts,a_9_lk_1,3,lotion_to_keychain_app_original_telo_preserved,lotion_to_keychain,lotion,keychain,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,It’s lotion.,The thing after the special operation is lotion.
artifacts,a_9_lk_1,4,lotion_to_keychain_app_original_telo_preserved,lotion_to_keychain,lotion,keychain,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,It is lotion.,The thing after the special operation is lotion.
artifacts,a_9_lk_1,5,lotion_to_keychain_app_original_telo_preserved,lotion_to_keychain,lotion,keychain,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is lotion.,The thing after the special operation is lotion.
